,source,target,sampled
5493,four picture collage of a snowboarder wearing a red jacket and brown pants going down a snowy mountain side,four persons are skating on the skate board on snow, four people are snowboarding on the snowy slopes on snow
5494,twilight at a city intersection with lit street signs,a dusky evening with a green street light shining, a stoplight with a light lit sign
5495,woman sitting at table with beverages consuming sandwich,an asian woman eating by a large window, an asian woman eating a large meal
5496,a kitchen area with a large stainless steel sink,an empty kitchen sink underneath a window on the counter, an empty kitchen sink down a kitchen
5497,a child standing in a bathroom wrapped in a towel,a woman in a bathroom blow drying her hair, a child in a bathroom sink sink
5498,a young man doing a jump with his skateboard in a skate park,a man in the air with a skateboard above a half pipe, a man in the air with a skateboard over a skateboard
5499,a person on a field flying a kite with trees in the background,this girl is flying a kite near a tree and and small boy, one man flying a kite in a field and other people and other people
5500,a row of surfboards sticking out of the sand sitting next to each other,a row of surfboards leaned up against a wood rail in the sand, a bunch of seagulls sit on sand with a beach nearby
5501,an umbrella on a backyard patio is upturned from the wind,a patio umbrella pointed inside out over a picnic table, an awning soars over an open air on a beach
5502,an antique green pickup truck is parked in the grass,truck viewed from the back with vans and trucks visible in the background of the image, truck parked to the back of an old truck with all of the buildings in the background
5503,a woman sitting at a table topped with pizza,pizza and empty glasses on the dinner table, lady with glasses sits at table in a restaurant
5504,a little girl that is standing under an umbrella,a little girl smiling for the camera with an umbrella behind her, a little girl walking by the water with an umbrella behind her
5505,there are two refrigerators in this dirty rundown kitchen,a kitcken that has two different refigeratator in it, a kitchen has been cleaned with ingredients in the kitchen
5506,a bunch of goats on grass in an area,sheep stand and lay in hay strewn around a barn, deer stand and head walking around a fenced area
5507,several bikes are being stored in a narrow passageway,a train conductor standing next to a group of bikes, several bike riders are walking along a street
5508,a shot of the blue water with people flying a kite,a group of people fly kites in the air, a group of people flying kites in the background
5509,view of a very messy bedroom with boxes and bags covering the floor,a messy bed room a bed a chair and boxes, a mirror washer is being cleaned
5510,a fruit salad that includes a variety of fruit,a small bowl and a very big bowl full of fruit salad, a large fruit and a small fruit of fruit are surrounded by fruit
5511,a man sits at a table with a bunch of doughnuts,a meal of donuts and a beverage is seen in front of a man at a restaurant, a gentleman with a beard and a mustache is sitting at a table with food on it
5512,a man blowing out candles on a birthday cake,a man bending over a cake with a lot of candles, a man blowing out a cake with a little girl
5513,a man is flying a kite at the beach,a guys stands in the sand playing with a kite, a kite flies in the sky with people watching
5514,a small dog laying on a bed next to a laptop computer,a dog is lying next to a laptop computer, a dog is lying next to a laptop
5515,several men in costume gather together under their umbrellas,a parade of people ij costumes with umbrellas, a bunch of men gather together with a tent
5516,a stack of different electronics devices on a table,a laptop and three cellphones on a yellow table, a laptop sits next to a large table
5517,young girl on surfboard riding wave with young boys nearby looking on,a young girl is surfing and just about to wipe out, a young girl is surfing and trying to go to surf
5518,a bowl full of chinese food with a fork,a yellow and black bowl holding noodles beef and broccoli, a street vendor is holding chinese items while holding it
5519,small personal pizza on a crust made of rice,a dish of some sort on a pizza stone, a cook using a plate on top of a stove
5520,a skateboarder performing a trick on a skateboard,a skateboarder wearing a dc shirt is doing tricks on a rail, a skateboarder wearing a striped shirt is doing tricks on a skateboard
5521,male skateboarder utilizing cemented curved aqueduct structure on sunny day,a person riding a skate board above a big pipe, a person riding a skateboard down a very sunny day
5522,a man speaks to some children on a farm,a man talking to a group of kids as a cow stands in a cage, a man talking to a group of kids and a young boy in a tractor
5523,horse with odd striped head and white body in a sanctuary,a zebra with a striped face and pure white neck and mane, a horse with its tail white markings and gray is falling
5524,a giraffe stands alone outdoors at the zoo,giraffe from the zoo staring into the distance, deer looks out at the zoo
5525,a small bathroom with a closet off to the side,a bathroom has yellow walls brown floors and a closet in it, a mirror with a brown rag lays down in a glass and dryer
5526,a bench in a green park overlooks a reflecting pool,view of a pond with reflection of the surrounding scenery with a bench and statue surrounded with flowers and trees, an outdoor park with a fountain and people with umbrellas and people walking around in the background with a large fountain in the background
5527,two women at a beach with tennis rackets in their hands and one girl looking very excited with her tennis racket in the air,a group of people standing on top of a beach, two people are playing tennis outside
5528,a small green boa is on a lake,row boat sitting in the middle of a lake by building, orange bird standing in the lake with a lake in the background
5529,a cat is propped up on the toilet seat,a cat pears into the bowl of a toilet, a cat clings from a piece of paper
5530,a man holding a cat in front of a stove,a man putting a puppy inside of an oven, a man inside a cat cage near a cat
5531,a view of a bedroom through a doorway,a house where you can see the bedroom and relaxing room, a view of what appears to be the bottom of an apartment door
5532,a bedroom in an old house that is being renovated,view of a very messy bedroom with boxes and bags covering the floor, an old man with his eyes closed and a living room is covered in the living room
5533,a person is brushing a dog s teeth and holding a toy,a dog sits while a person brushes his teeth, a dog holds toy while a girl watches her
5534,an overhead of a stainless steel open toilet with a man s feet stradling,an aerial view of an open toilet seat that someone is standing in front of, an image of an ashtray glass blower is hanging on top of a man
5535,a banana resting on a paper towel atop a wooden table,a banana some papers and a pencil on a wooden table, a closeup from a sofa next to a large table
5536,a man is playing baseball in the field,a baseball player is about to throw his best pitch, a baseball player is about to throw his baseball during a game
5537,a toaster is decorated with kitchen utensils to have a sad expression,a toaster surrounded by spoons some protruding from the inside, a skillet mixes with his baked by the stove
5538,a group of men riding on the back of motorcycles,a group of people on motorcycles stopped at a stop sign, a group of men on motorcycles riding on a busy street
5539,a group of people that are sitting at a table talking,the large crowd has gathered and is eating, a group of seated people sitting at a table talking
5540,a woman with blue hair standing next to a horse,a woman with green hair standing beside a brow and white horse, a woman with brown hair standing beside a horse and a man standing
5541,a bathroom with a spa tub sink toilet yellow stripes on the floor and flower decorations on the walls,feminine ambience style restroom with wide open feel, adding bathes <unk> colored jar with a glass of water
5542,a boy wearing skating boats in water,a person engaging in a water sport with skis on, a person participating in a water with water behind him
5543,a close up of a polar bear on a rock formation,a polar bear standing on a large rock with its mouth wide open, a paraglider jumping over a large rock face of a rock face
5544,two birds are in flight in front of some mountains,two birds fly in the sky over mountains, two birds stand in the air over mountains
5545,a woman sitting cross legged in a living room area,woman sitting on top of a couch in front of two laptops, woman sitting on top of a wooden structure in front of a stone wall
5546,a man is holding a plate and smiling happily,server smiling while carrying food inside a busy restaurant, smiling man smiling while holding an umbrella
5547,a picture of a young boy laying on top of a bed,boy sleeping with no blanket in a large bed, closeup of an asian boy in an open room
5548,a baby and a young elephant walk in front of the herd,a group of elephants that are walking together, a baby and his pet are walking
5549,a large air plane flying thru the air,a airplane coming in for a landing with a full moon above it, a plane flies over in a field with a lot of people watching
5550,a young oerson is raiding a small fridge in their room,two people bent over to look into a little fridge, an adult works out of the kitchen of a sink
5551,a train traveling down tracks next to a brick building,a train is approaching a train signal in an area with several tracks, a train is passing a busy sidewalk with several people in the background
5552,two sandwhiches sitting on a pan with tin foil,two sandwiches with toasted bread set on a baking sheet that has tinfoil over it, two chefs with aprons sit on a flat surface with their mouths open and a spatula
5553,a man and a woman eating pizza at a restaurant,a couple are enjoying pizza and drinks at the restaurant, a couple is enjoying restaurant and restaurant at the restaurant
5554,a number of baseball players with bats,a group of people stand with bats on a field, a group of people playing baseball with an umpire
5555,there are two white street signs showing directions,a double street sign at a neighbourhood corner, a sign sign is selling signs
5556,a woman carrying a suit case and losing her balance,a young beautiful woman in a short jean skirt, a young woman with a red satchel is exercising
5557,the woman is on the tennis court to play a game,a young woman plays tennis and wipes sweat from her face in this double shot, a young woman plays tennis while her opponent looks to hit the ball in midair
5558,a kitchen with a sink dishwasher and some boxes on the counter,a black counter on a wood cabinet in a kitchen, a kitchen on a kitchen counter
5559,a square plate of carrots spinach and more,a plate of freshly made vegetables served on a plate, a cake with its number 12 jar on a table
5560,a sheep running through the field of an event,a sheep is on a field of grass with two men walking around it, a sheep is on a field of grass with people watching them
5561,a kite surfer is doing a flying trick over some water,a guy is waterboarding in the ocean on a windy day, a kite is flying in the air on a sunny day
5562,a zebra standing on a dry dirt lot,a large lone zebra poses for a picture inside a zoo, a large golden retriever stands near a large pile of dirt
5563,a close up of a person wearing a bow tie,a man that has a suit and a bow tie, a man has a bow and a bow on his head
5564,a train is in the train station with the lights on,passenger rail train traveling through tunnel with lights in, train train conductor responding for directions in front of a train
5565,a small bird on a bird feeder,the bird is standing on the rim of the bird feeder, the bird is standing on the grass looking at the birds
5566,there seem to be very few animals on this field,a vast grassy field with animals in the distance, a herd runs along in a field
5567,a row of motorcycles parked on a city street,a number of motorcycles parked near each other, a bunch of motorcycles parked near motorcycles
5568,a flock of goats and some men watching them,the nomadic sheepherd walks behind a large group of livestock in their desert habitat, many pigeons stand around a group of people with their backs turned in the distance
5569,a man sits on the tires of a car that rests on the ground,man in red shirt and black pants standing next to white flatbed truck cab next to a set of new tires, man in blue shirt and blue jeans sitting on a gray and gray striped car next to a car that is parked on the road next to a blueish colored
5570,a man holding a baseball bat preparing to swing it,a man in red jacket and shorts in a batting cage, a man in black swings on a baseball diamond swing
5571,a strange plant hanging off a banana tree,a drooping pink and white flower with green leaves, a christmas tree with a white branch hanging from it
5572,four tennis players with rackets on a court,four men on a tennis court playing a doubles tennis match, four men on a tennis court playing tennis
5573,a man riding skis while flying through the air,a person snowboarding outside while the sun is setting, a person skiing around while the man is skiing
5574,a sidewalk with sandwich board table and umbrella,a bench outdoors with an open umbrella, a sidewalk with an umbrella outside
5575,a blending mixer sitting on a kitchen counter,a blinder that has some vegetables in it, a glassblower has been covered in it
5576,the person is surfing through the long wave in the ocean,a lone surfer is on the water riding the waves, a surfer is surfing on the beach
5577,the man stands on fence railing beside a table with food on it,a man leaning on a railing is looking at the plate of food, a man leaning on a bench at the front of a dock
5578,some people in a grass field flying a kite in the sky,a boy playing with a kite in the park, several people in a parachute flying
5579,a potato chip and snack delivery van in a parking lot,a van parked in a outdoor parking lot, a chicken outside in a parking lot
5580,television showing a movie with one man threatening another with a razor blade,a bottle of mineral water by a tv that is on, a television man with a video camera on a patient s face
5581,a vase of red flowers sits on a bathroom countertop,a vase full of flowers on a bathroom sink counter, a syringe of liquid on a clear clear shelf
5582,a skateboarder doing a trick next to steps,a young man riding a skateboard down a rail, an asian man is skateboarding
5583,a bathroom with bidet toilet tub and a checkerboard floor,a bathroom that has a be day next to the toilet, a closeup of a sink is being used to clean
5584,there is a male tennis player wearing a blue shirt playing on the court,a person standing on a tennis court holding a racquet, a person playing tennis on a court court
5585,three people in work uniforms and visors standing together in front of various types of donuts,three female workers stand in front of rows of pastries, three construction workers stand in front of their donut
5586,a bathroom with a tub and a towel cabinet,a plain white bathroom with a cupboard stocked with towels, a closeup of a tub filled with an ashtray
5587,the young man possesses a very unusual face,a portrait picture of a young man in a suit and tie, a closeup of a young man in a striped shirt and glasses
5588,a man stands poised with a baseball bat,an old picture of a baseball player holding a bat, an old man with a baseball cap is holding a bat
5589,two women handing out cake on plates on a dining table,two women are cutting and serving a large cake, two women are preparing food with a small plate
5590,a girl attempts to hit a ball with her bat while playing baseball,a girls softball game where the batter just hit the pitch, a girl hits her baseball bat to hit the ball
5591,a group of people sitting around a table using computers,sever people are sitting next to each other while using laptops, many people sitting at a table and computers while their computers and laptops are on the table
5592,a close up of the stop sign and to street signs,a close up of a street sign with a sky background, a sign from behind a large sign of traffic
5593,a small brown teddy bear sitting on top of a box,there is a stuffed bear on a cardboard box, there is a stuffed animal on a blanket
5594,a black cat sitting in the window sill,a grey cat standing in a window with grey lining, a black cat sitting in a window window
5595,a computer monitor sitting on top of a desk,a desk with a monitor and a person holding a laptop, a laptop with a laptop is sitting on a computer
5596,a baseball player is winding up for the pitch,a man in white baseball uniform throwing a ball, a boy in red baseball uniform holding a baseball
5597,a public transit bus on a city street,the red bus is driving down the street, the bus is busy down the street
5598,a wooden table topped with plates filled with lots of food,an outdoor table with several plates and bowls of food on it, an empty table with plates of different types of food and vegetables
5599,a girl with a black eye and pig tails sits in a suitcase,a woman with makeup bruises is in a suitcase, a girl with braids is sleeping
5600,a kitchen stove laying in a dumpster,a old stove in a dumpster in a parking lot, a window of a inside a warehouse in a warehouse
5601,the young cow is standing in the field with the older cows,a small cow is getting milk from it s mother, a little girl is being pulled up by the cows
5602,a white bird is flying over a beach,an up close shot of a seagull flying in front of the beach, an animal flying off of a flight of birds in the ocean
5603,a woman leaning on ski spikes on a snowy mountain,a man in a neon snowsuit is standing on skis, a woman in a winter jacket is standing on skis
5604,the man with glasses is holding an umbrella and sitting at a picnic table,a man sitting at a wooden bench and table with an open umbrella sitting on the table, a man sitting at a picnic table with his glasses and glasses sitting on a bench
5605,a sheepdog runs around a herd of cows in a fenced in field,cows in a field being rounded up by a herding dog, sheep in a pasture of cows being chased by a dog
5606,a group of fur ducks walks along a wooden walkway,the young ducks are following their mother down the sunny sidewalk, large flock of birds are walking down the walkway
5607,a closeup of an orange still on the tree,a photo of an orange growing on a tree, a branch of an orange branch on a tree
5608,a person standing next to a yellow fire hydrant,a woman wearing a jean skirt standing next to a fire hydrant, a man wearing a striped shirt stands next to a fire hydrant
5609,a phone and remote that are sitting on a bed,a cell phone and game case on a bed, a passenger sits on a bed bed with a window
5610,an oven with a stove pots and utensils and a refrigerator next to it,the kitchen is clean and organized ready for us to use, the cook is setting up to make it
5611,the skier is happy to pose for the picture,a man standing on a snowboard on a mountain peak, a skier standing on a mountain in the snow
5612,a skier glides down a snowy mountain passing a red flag,a skier in a green shirt is coming down a mountain, a skier in a red jacket is skiing down a mountain
5613,two cats sitting on top of a pair of shoes,two striped cats lying with two sneakers on a ledge, two cats sit atop a large carriage with one another
5614,a bowl of food sits prepared with eating utensils,a bowl with a bunch of food in it sitting on a table, a cook with a plate of food in front of a table
5615,a man on a motorcycle indoors attempts to lick the windshield,a man sticks out his tongue while sitting on a motorcycle, a man leaning over his motorcycle while leaning on a motorcycle
5616,a clock tower stands in front of a large mirrored sky scraper,a tall tower with a clock stands in front of a skyscraper, a bell tower with a crane in it above a sky
5617,some kind of a pancake that has broccoli and sauce on it,a plate of polents a tomatoe and brocolli, a dish of soup butter
5618,an outdoor table with several plates and bowls of food on it,a dinner table with two plates and two bowls of food, a table filled with snacks and a table of food and food
5619,a person riding a snowboard down a snow covered ramp,a person in a snow sporting event is going rapidly down this show chute type course as people watch from the sidelines, a person in a snow coat rides a snowboard down the ramp while others are watching him and doing stunts
5620,a wooden table with an inverted umbrella on it,a patio umbrella pointed inside out over a picnic table, a table scattered together around several different types on a chair
5621,a train turns on the tracks in a different direction,a train that is going over a bridge overlooking the city, a train track is going on a busy sidewalk
5622,teddybear kitten and calico cat are all taking a nap on the bed,a picture stacked with various things all inside, a cat sleeps with its teeth inside
5623,a skier sliding down a snow covered hill,a man on skies is cutting through the snow, a skier on snow is falling through the air
5624,a group of old people sitting on a bench talking,four older men sitting on a wooden bench, three elderly people sitting on a bench
5625,a man standing on top of a sandy beach near a colorful kite,two people on the sand of a beach area with a man holding the strings to a large parachute that is partially on the sand, a man on the beach with a surfboard in the background and a man in a blue shirt and blue shorts standing in the front of the ocean
5626,a small tv is affixed to the wall with shelves below it,a tv on the wall with a cat on the screen, a box on the side of a wall with a sign on the wall
5627,a man swinging his tennis racket to he can hit a ball,a man holding a tennis racket in his hand while on the tennis court, a man holding a tennis racket in his hand while the other hitting the ball
5628,a small bus parked in front of a bus stop,advertisements covered bus stopped on a city street, bus parked parked side of a bus
5629,road sigh on wooden pole shown upside down next to white wall,a stop sign standing up against a wall, a pole hanging on the concrete
5630,a little boy wearing a red shirt holding a white frisbee,young boy almost ready to throw a frisbee, little boy readies to throw a frisbee
5631,a parking meter is on the street in front of a building,a stack of balls that is next to a parking meter, a stoplight and cars are being seen on a parking lot
5632,a ham sandwich on a white plate with a kale garnish,a white bread sandwich on plate filled with ham and lettuce, a man serving bread to someone else with a cookie
5633,a box contains six donuts with varying types of glazes and toppings,a close up look into a box filled with pastries, a plate of pretzels on the back of a pizza
5634,a castle and the big ben clocktower next to a river,the enveloping of an outside town in the picture, the boats outside in the river
5635,a king bead and chair with lamps in a hotel room,a hotel room with one bed and blue chair, a hotel with chairs and glass is white
5636,a girl smiles while holding a baseball glove,a young girl practicing ball is holding her mit, a young girl smiling at a baseball bat while holding a bat
5637,someone sitting on the toilet in the bathroom holding their camera at the mirror,a picture of the photographer sitting on the toilet, a young person on the bathroom taking pictures
5638,a man standing next to a truck near a forest hillside,a man standing next to a muddy pick up truck, a man standing next to a pile of dirt truck
5639,traffic lights captured at sunset with slow shutter speed,a time lapse image of a city street, a traffic signal at a city street
5640,the man and woman are playing a video game,a man in a black shirt and a woman in a white shirt playing a videogame, a man in a white shirt and a woman in a black shirt playing a video game
5641,a bicycle is locked up to a post,a bike sits parked next to a street, a bike rack walks down a street
5642,a large yellow dump truck sitting on green lawn,a yellow hauling truck waits at an airport, a yellow truck truck pulls up a field
5643,a woman laying in bed in her underwear,a tattooed woman lying down on a bed in a bedroom, a barefoot woman laying down on a bed
5644,a person holding a knife cuts into a cake,a person cutting a sheet cake with a large knife, a person cutting a cake with a knife
5645,a stuffed animal sitting in front of a tooth brush,a tooth brush sits next to a toy, a stuffed animal sits on its bed
5646,a gray bird is standing on small brown branch,there is a bird sitting on a tree branch, there is a bird standing on a branch
5647,a horse in a pasture of tall grass observing an energetic dog,a horse and a dog stand in a meadow, a horse and a horse in a grassy field
5648,a city at night with cars driving by on a street,a city street lined with parked cars at night, a busy city street with cars parked on the street
5649,a giraffe standing on top of a dirt and grass field,giraffe resting while standing in the dirt and grass, deer standing together on grass
5650,three zebras in a field near bushes,a group of zebra standing on top of a grass covered hillside, three dogs running through the grass behind a fence
5651,a man is doing a trick on a skateboard,a man doing a trick with a skateboard on a ledge, a man doing a trick with a skateboard on a ramp
5652,a white plate topped with a sandwich and sliced veggies,a plate filled with various kinds of food, a plate with baked goods with a plate of food
5653,a train covered in graffiti on top of train tracks,empty parked train painted with large colorful graffiti, train conductor walking with a yellow reflective train
5654,a dinner plate with beans bones and veggies,a plate on a wooden table topped with lots of food, a table with food and vegetables on a table
5655,two trains passing each other on seperate tacks,two trains on the track at a railway, two trains on the train at a track
5656,a homemade pizza salad and two glasses of wine on a table,a slice of pizza greens two wine glasses with two bottles on the table, a chef and two servers serving soup with a red tablecloth on the table
5657,a humming bird standing on top of a green feeder,the bird is standing on the rim of the bird feeder, the bird is standing on the grass next to the airplane
5658,many old appliances in trash head with woman in center,a woman is standing in a room filled with used appliances, a woman is sitting in a parking lot with her belongings
5659,a closet with several suit cases stacked up near some videos,a tall stack of vintage suitcases rests precariously against a wall by a bedroom door, a well dressed couple wear mickey mouse scrubs with a name tag on their laptops
5660,a brown dog standing next to a toilet in a bathroom,a puppy has pulled toilet paper across the bathroom floor, a brown dog has his tongue sticking out out of a bathroom
5661,a woman smiling for the camera in front of a wall clock,a woman standing in front of a fiber optic tree, a woman standing in front of a greek wall
5662,a computer on a desk with a splatter screen saver pattern,the laptop computer is on the desk under the light, the technician on the computer is very intensely
5663,assortment of laptop computers displayed on table with backpacks full of electronic cords,many laptops on a wooden table on being in use, laptops use on a laptop
5664,a couple of people that are eating some food,people dressed in business casual clothing stand around a table of hors d oeurves, people dressed in colorful clothing eating food and eating from a styrofoam box
5665,a cat sitting on the couch with a dog laying on the floor,a cat sitting on a couch with a dog in front of it, a cat sitting on a couch with a dog in front of him
5666,a large long train with man inside on the track,i am unable to see an image above, electrical tracks moving to a tunnel of dirt
5667,elephants are in a ring with a person near bleachers,a brown and a gray elephant are in a circus ring and the brown elephant is walking behind the gray elephant as well as two people training them are standing nearby, a bunch of people are being pulled a white elephant statue of a man in a red shirt and jeans is lying on a wooden bench and it is being
5668,this is a little boy swinging a bat,it is important to wear a hard helmet to protect young players, little boy is swinging on a swing that is set up with his arms
5669,a man on a blue raft attempting to catch a ride on a large wave,the boy is looking back at a wave in the ocean, the man is trying to catch a ride
5670,a room with a movie screen and a lot of graffiti,a woman is playing video games on a screen, a man is looking at artwork on a wall
5671,a bunch of boxes that have fruit inside of them,a market that has several boxes of fruit in it, a box of produce that has an open box in the background
5672,a toilet and bathtub in a dark room with abnormal plumbing,a bath tub with a toilet beside it, a paraglider washing a floor with bubbles
5673,a young man holding a frisbee in a throwing position,a young man playing out side with a disc, a young man playing frisbee on a field
5674,a man holding onto a little blond girl,he was holding the baby in his chair at the dining table, guy with the girl in the lap down the girl s shoulders
5675,a couple of storm troopers standing next to each other,action figures put on skateboards on the street, firemen stand near to the car
5676,a bus stopped at a curb to allow people to board the bus,city bus stopped taking on passengers at night, bus stop stopped on bus at night
5677,crowded suburbia area with cars and stoplights with skyline,a traffic light and cars on a street, many cars are on a road
5678,a single surfer striking a pose after catching a wave,a man in black wetsuit riding surfboard on top of water, a man standing in water trying to catch something
5679,a little boy wearing a red shirt holding a white frisbee,a boy preparing to throw a frisbee outside, a boy enjoying his frisbee outside
5680,a small airplane is about to take off on the runway,a small single person aircraft sits on the runway, a small plane sits on a racetrack track
5681,a woman in a coat walks along a snow covered sidewalk,entire front yard is filled with snow while people walk around, it was cold cold and walking along the sidewalk
5682,a man holding an oven door open while he looks in it,a man holds down an oven door as he looks into the oven, a man holds an open plate while the door looks out the window
5683,parking meters and signage are on the side of the street,a car is driving down the road near some road signs, a car is parked on the sidewalk near some buildings and buildings
5684,a large clock tower with a statue on the top,clock tower with a bronze statue on top on a sunny day, clock tower with a crane hanging on it on a balcony
5685,a bird sits by a window on the water,a bird sitting on the window sill of a boat floating on a lake, a bird sitting on the window seal of a building while a man sits nearby
5686,a green sign says thruway one fourth mile,a road sign stands next to the road, a sign sign sign to prevent the road
5687,a red fire hydrant with a sticker of several animals on it,a fire hydrant is sitting on a street corner, a fire engine is parked on a street
5688,a bowl of cut up raw carrots and broccoli,a white bowl that includes carrots and broccoli, a small cake and vegetable eggs
5689,a bathroom with a toilet and a drain in it,the toilet is across from a bidet in the small bathroom, the sink is near clean through a sink
5690,a young man stands inside with an umbrella pouring rain,a man standing in a hallway with an umbrella and rain coming down, a man standing in a rain covered with umbrella holding up a peace sign
5691,a white toilet and cup in a room,a table with a white cup and a cookie next to a toilet, a cup with a white cup and a cup cup is being held
5692,a close up look down in a sink with some items,a double sink full of dirty cups and spoons, a giant sink is filled with eggs and ingredients
5693,the person is riding a horse in the pen,a girl in full riding gear riding a brown horse, a man in cowboy riding a brown horse jumping
5694,a kitten sleeps with many stuffed animals on the bed,a white and grey tabby kitten sleeping with stuffed animals, a white cat with stuffed rabbits sits inside an enclosure
5695,man on a contraption surrounded by a bicycle and another person,a man standing on a vehicle with two large wheels, a man standing on a large bicycle with a woman
5696,a man riding a skateboard down a street in front of a red car,a skateboarder rides down the street with a helmet, a skateboarder rides down the street
5697,a bird sits by a window on the water,a bird is hanging onto the ledge outside the window, a bird is perched on the ledge near the water
5698,a couple of zebras are standing in a pin,two zebras going opposite directions of each other in outdoor enclosure, two cows look away from behind in front of a large black cylinder
5699,a street scene of a self service parking lot,a self service parking lot with a building behind it and an intersection in front of it, a busy street scene with a pedestrian station with many people walking around and on a sunny day
5700,a woman in white dress playing a game of tennis,a tennis player getting ready to hir a serve, a lady getting ready to serve a tennis
5701,a woman laying in bed reading a book with a cat sitting on top,a girl reading a book in bed with a cat, a woman reading a book in bed
5702,a plate filled with food sitting next to three glasses,a white plate containing sliced ham and cheese sitting on a table next to wine glasses, a smiling plate filled food sits next to a table full of food and plates
5703,a kid in a camo shirt riding a skateboard down the street,a young boy balancing himself on his skateboard, a young kid skateboarding along the road
5704,a large bird in the air over a heavily forested area,a hawk hovering high above a wooded city, a pelican flies above a grassy landscape
5705,two cats sitting in the dirt under a tree,a couple of cats are by a tree, a couple of cats are by a tree
5706,a man holding a silver flip phone open in front of his face,a guy in a green shirt holding his cell phone to take a picture, a guy in a blue jacket holding his cellphone to the camera
5707,several children are seated in a row and holding electronic keyboards,there is a group of kids holding computers on their laps, several children are sitting at a desk writing with their laptops
5708,older man tries to block younger man s frisbee throw,a group of people playing a game of frisbee, a man in a park is watching a man
5709,a fire truck parked in a parking lot with other trucks,a fire truck sitting in the stations park lot, a truck truck in front of a trucks truck
5710,children and an instructor on a beach with the children sitting on surfboards,a group of kids being instructed on how to boogie board, a group of kids enjoy their time on boogie lessons
5711,a zebra putting its face up close to a fence rail,two zebras relaxing in the fenced area of a zoo, an insect flying in the air above a fence
5712,people stand around an antique motorcycle in a grassy area,an old with motorcycle with people standing beside it, several people with helmets standing around a motorcycle
5713,a man takes his picture using the bathroom mirror,a man taking a picture of himself in a mirror, a man taking a picture of a mirror in the mirror
5714,a table with a plate wine filled glass and bread among other items,a tray of food on a wooden table, a table out in a table
5715,many people are gathered on the platforms of a train station,a train sitting on the tracks at a station, a crowd of people standing on the train
5716,two sandwiches cut in half sitting on top of a white plate,the white plate contains a meat sandwich on toast garnished with lettuce onions and tomato, two white workers sit on a bench eating together with foil foil to their left
5717,people at a stock yard looking at animals,group of men spectating a cluster of pigs at fair, group of pigeons observing a flock of people at a farm
5718,a bus is driving on a wet road with many green trees on the roadside,a transit bus coming down a street with a large wooded side area, a taxi driving down a road with a large city skyline
5719,the woman is using a laptop that sits on a stack of other laptops,this woman is at a desk using a computer, blond woman in a red shirt is using a laptop
5720,a man driving an antique truck on a grassy field,a picture of an antique truck parked in a field, a man driving a tractor driving in a field
5721,a wok on a stove cooking some food,a picture of some food in the kitchen, a cook on a street with food
5722,a steak dinner with a side of greenbeans and what looks to be an egg,a pork chop some green beans on a white plate and a fork, a chef tastes some food on a white table
5723,a cat that is standing on a wood floor,a rocking chair with a cat walking past, a cat with an orange collar stands on a bed
5724,an empty row boat sitting in the water,a boat is on calm water by a tree, a boat is on rocks with a crowd of people
5725,two pizza pies sitting atop a stove getting ready to be cut,two pizzas on tin plates on an oven with a fork and knife, two chefs on stove putting on a baked with baked
5726,a double decker bus with people waving from the top,double decker bus with people on the top floor on road, passengers travel down a bus on top of the road
5727,a person riding a motorcycle in the reflection,a man and woman on a scooter receiving baggage from a bellhop, a man on a motorcycle rides past a curve from a racetrack
5728,a two way street sign with one sign that changes from one name to another,a street sign is pointing towards 8th avenue and the other is pointing towards 22 3 4 street in the middle of the forest, a sign is standing between buildings to get directions that say can be seen of a sign that says welcome
5729,a camel or a giraffe is playing with the camera man,a giraffe has its head pressed against the wall, a falcon has his back turned and a man
5730,a plate of chicken fried steak with bananas on top eggs and bacon,banana pieces placed on beacon and sausage on a white plate, chicken chicken chicken on top of chicken
5731,a man in a tropical print shirt with glasses and long hair is eating a banana,a person eating a banana in a kitchen, a person eating a meal
5732,various angle shots of the nokia windows cell phone,we are looking at multiple views of a windows phone, telephone equipment is checking at a telephone phone in front of a window
5733,there is a microwave that is on the desk top,a microwave on a small table with a device on top of it, a technician on a small table with a plate on top of it
5734,a motorcycle parked on a gravel road near a park,a motorcycle parked in gravel near a post, a motorcycle parked outside by a fence
5735,two adult sheep lay on the green grass,two sheep lying in green grass have a surprised look for the camera, two cats dressed in green clothing are hiding from a small crowd
5736,a plant hanging from a rack on a white wall,the large glass plant vase is installed into the wall, a red colored object hanging from above the side of a building
5737,a group of young children riding skis down a snow covered mountain,a bunch of children skiing down a slope, a bunch of kids skiing down a hill
5738,a plate of donuts with a person in the background,eight doughnuts sitting on a white serving tray, plate rolls of a red plate outside
5739,a laptop with some other electronics on top of it,a laptop and three cellphones on a yellow table, a laptop and two men sit on a large screen
5740,a group of people on a field playing baseball,a man diving for a baseball as another runs towards home plate, a crowd of people watching a baseball game while onlookers watch on
5741,a man standing in a dry baseball field,a man in black shirt standing in field with baseball mitt, a man in blue standing with baseball ball in field
5742,a couple of different types of food on the table,a table that has some bananas and a cup on it, a couple sits by a table and food and a meal on it
5743,a para sailor launching his sail at the beach,a person who is standing on the beach and flying a kite, a person in red shorts is getting ready to ride a boat
5744,a bus sits parked next to a building,van drives by a bus sitting at the curb, bus parked by a building where the bus is parked
