,source,target,sampled
5322,a person riding skis down a snow covered slope past a flag,a person skiing down a hill maneuvers around a flag, a person skiing down a snowy slope behind a mountain
5323,a stuffed teddy bear covered in dirt on the ground,a poor little teddy bear smashed and covered with dirt, a teddy bear has stuffed leaves with its mouth
5324,a person skis down a snowy hill,a man wearing black skiing down a slope, a man wearing skis riding down a hill
5325,a kid holding his arm up as he plays a video game in the living room,a small child that is playing a game on a video game console, a small kid is playing a game on his computer
5326,on the road a bus and a car are going,a bus parked in front of a building, a car driving around a street
5327,giraffes stand in a field surrounded by woods in a zoo,three adult giraffes in a field among trees, several cows are outside a field
5328,a black goat with its mouth open next to a white goat,a small cow in a enclosure with straw on the floor, a black dog near a goat and a goat
5329,the player tries to block the other player from throwing a frisbee,a man is throwing a frisbee in a field, a man is throwing a frisbee in a field
5330,a person feeding a little boy a hot dog as he sits at an iron table,a woman feeding a little boy french fries at a restaurant, a boy feeding a dog who feeds a delicious meal
5331,two cats laying on the floor and sleeping,three cats are napping on the carpeted floor, two cats are asleep on the floor indoors
5332,a baseball player holding a bat and getting ready for the pitch,professional baseball players watch the batter catcher and umpire, baseball player prepares the pitch to bat his bat
5333,a victorian style bed and vanity in a room,the big carved wooden bed is in the room, the bed bed is being bed
5334,a man in green shirt with cellphone reflecting in a mirror,a man sitting cross legged in front of a mirror on the floor taking a self portrait, a shirtless man standing around on a cellphone in front of a mirror while holding a cellphone
5335,a black cat with arched back walking past a motorcycle,a black cat posing in front of motorcyle, a black cat walks across the road
5336,a handful of apples and oranges sit in a bowl,this is a close up of apples and oranges, there is a lot of vegetables in front of fruits and vegetables
5337,a man is looking into a disgusting toilet,someone is standing over a dirty toilet, someone standing in a bathroom looks very very unhappy
5338,this is a tennis court with multiple games happening at once,three people two wearing blue shirts are on the tennis court, two tennis players are in the tennis court
5339,a fancy bathroom has glass sinks a chandelier and a tv,the large bathroom has four sinks and a chandelier, a glass with a glass and glass glass and a glass
5340,this trains station has a white building in the background,a silver train sitting next to a forest next to a tall building, a yellow train station with many yellow cones on the side
5341,three zebras standing in front of a wall,a herd of zebra standing next to each other against a stone wall, three bears stand next to two tall people in front of a tall wall
5342,a dug out filled with baseball players next to baseball equipment,many caps and gloves sit in front of the players in a baseball dugout, first baseman up in uniform with his baseball glove on a baseball field
5343,the woman is playing a game of tennis on the court,a woman reaching with her tennis racquet on a court, a woman swinging with her tennis racket in a match
5344,a group of people pose for a picture at the table,diners in a restaurant sit at a long table, seven people in costumes take a picture
5345,a small cell phone on a blue surface,a cell phone on a blue item with tiny holes, a telephone device on a blue telephone with a telephone nearby
5346,a replica of a bear and her cub in a glass case in an exhibit,a big black bear standing with a baby bear, a white elephant and an animal
5347,a red yellow and silver train traveling down train tracks,a yellow and red train stopped at a station, a yellow train with train is driving
5348,many motorcycles are displayed in the store with descriptive signs posted near them,a motorcycle parked in doors near other vehicles, a sign parked in advertisements near motorcycles
5349,a person cooking some food on a grill,several pieces of bread sitting on a grill with a person putting vegetables on top of them, an asian person grilling food on a grill with a grill on top of it
5350,a woman holds a baby while sitting next to a cage with a bird in it,a woman holding a baby next to a caged bird, a woman holding a baby next to a stuffed animal
5351,a couple of men as one points to the right next to a bicycle,there are two men standing next to a bike and a doll, two men wearing black shirts next to a bicycle and are sitting on a bicycle
5352,a dog that is jumping in the air looking at a frisbee,a dog runs after a frisbee by a fence, a dog leaps into a pool by a frisbee
5353,an un attended office desk with multiple monitors and a laptop computer,an office with a desk chair and multiple computers, an office with a laptop and several papers
5354,an old photo of cars in a city street,a white and green bus driving down a street, a white and white cars parked in the city
5355,a woman in a blue dress poses on a weird chair,a barefoot woman sitting in a chair relaxing, a lady posing in a chair holding a baby
5356,the stuffed teddy bear is sitting near the wall,there is a stuffed bear on a white floor, two stuffed dogs are on a bed
5357,a kitchen with a counter and a table with chairs,a kitchen island has a farmhouse sink on it, a table has been arranged onto a table
5358,a living room with couches and chairs,a black and white living room with modern furniture, a man and woman are sitting by a large table
5359,a bathroom filled with toilets and a tub next to a sink,a dirty bathroom with two toilets and a sink, a tub with an aquarium and a tub of water
5360,a herd of giraffes eat on some tree leafs,a group of giraffes that are standing in the grass, a flock of birds are in the tree
5361,the cog is getting cozy with the remote control,a dog laying on its side with a remote control under its paw, the plane with its tail has been thrown on the board
5362,a man stands next to a copier machine,electronic wand displayed for modern type of toilet, sandles stand by by man dressed in a black machine
5363,a traffic light with an orange and a red having faces drawn on them,a traffic light with little faces to help people know what to do, a stoplight with lots of lights to make back down
5364,a crowd of people standing in the middle of a street,a large crowd is walking in the street for a festival, a crowd of people are standing in a city street
5365,two computers sitting on top of a desk,a laptop computer and a desktop computer on a white desk, two laptops sit at a desk full of a white desk
5366,a prop plane parked at an airport with support vehicles around it,an airplane parked in the dark on a runway, an airplane parked on a gate
5367,a person on skis is doing a twist during a jump,a snow skier is doing an aerial trick, a skier doing a jump flip through an obstacle
5368,a bear is walking on an unpaved path in a wilderness area,a bear walking along a path in the woods, an animal walks through a wooded area
5369,a large white cow walking through the streets of a small town,an ox standing in a busy town area with people going about their normal business, an animal walking through a village with many cows and pigeons in the background
5370,half a dozen donuts are sitting in a box,a variety of different donuts in a box, a bunch of boxes inside a store
5371,a dog eyeballing something cooking in the oven,a dog is looking into an oven to see what s cooking, a dog is using his kitchen to cook food in the kitchen
5372,two sloppy joe sandwiches each on it s own plate,a couple of plates have sloppy joe sandwiches, a couple of two servers sharing bagels
5373,a large living room with leather couches and wood flooring,the living room is spacious and clean with hardwood floors and seating on leather sofas, the living room has been empty and living living on it appears to be occupied and a few people
5374,an image of two giraffes in a crate,the heads of two giraffes sticking out of a building looking around, the teddy of the bears bears out of a sleeping man on the floor
5375,the meal on the dish is ready to be eaten,two burgers sit on a plate next to carrots and potatoes, an apron sits on a kitchen next to the plate of food
5376,a man holding a tennis racquet in the yard,a man standing in the grass holding a tennis rackett, a man sitting in the grass holding a tennis racket
5377,a girl swinging a tennis racket in a match,a tennis player swinging a racket at a public tennis match, a female tennis player hits a tennis ball at a tennis court
5378,a black and white image of a formal occasion,a man holding a brides garter as a woman shows her muscles, a wedding party wearing a gold wig takes a photo of a wedding
5379,black and white photograph of a person under a tarp,a person in white is standing next to a table on sandy ground, a person in black and white is posing on a ledge next to a body of water
5380,a woman on a cell phone with a group of people,the woman wearing a costume among others is using a cell phone, a woman standing in a crowded area talking to a cellphone
5381,a baseball player practicing his swing at a baseball game,a baseball player holding a baseball bat during a game, a baseball player playing a baseball game during a baseball game
5382,an image of three hot dogs with mustard,a close up of three hot dogs with mustard, the three dogs look like one of them
5383,two people on a train with trays of food,the man is using chopsticks to eat his meal, two people are on their laptops while waiting for the food
5384,two zebras graze on grass inside of an enclosure,a pair of zebras grazing on grass in a zoo, two rabbits on leashes are outdoors
5385,a kitchen in the room with white appliances,a modern home kitchen and sitting area looking out towards the back yard, a kitchen covered with white kitchen and stove sits on top of the stove fixing the floor
5386,a pair of scissors sitting on top of a table,a pair of scissor that is laying on a wooden table, a pair of underpants are hanging from a table on a table
5387,a yellow dog smelling the toilet paper in a bathroom,a dog uses its mouth to grab toilet paper off of the roll, a dog has its teeth open out and tongue out of the bathroom
5388,river down the middle of a city with many parked boats,a canal of water with many small boats, a boat with a city in it above a large buildings
5389,a dog laying on a bed with a tv in the background,brown dog lying on unmade bed in bedroom of home, dog lying on bed bed with stuffed animal
5390,a television in a living room with magazines on the coffee table,a vase with flowers sitting on a table near a television, a mouse sits inside a table with a glass on a table
5391,a young boy swinging a baseball bat towards a ball,a young boy swings at a ball with a bat, a young boy swinging at a baseball and a baseball
5392,people shopping for interactive video games at best buy,group of people play video games at bestbuy, people are shopping at target games
5393,a white bath tub sitting under a window,an old and run down bathroom with dark red accent colors, large bird on top of an empty window with white trim
5394,small red propeller airplane sitting on an airport runway,a red fighter plane on runway next to building, the yellow plane does to escape to plane
5395,a man in a suit that is standing in front of a group of people,a couple of people that are dressed up dancing, a man is being dressed up in public
5396,a bathroom with two urinals and a sink,white stalls installed on the walls of a men s room, glass sink over the sink of a white sink
5397,a kid and a girl are next to each other,a child holding an umbrella with a person near him, a child holding an object with a person near them
5398,a small green boat in a pond outside an office building,a small green boa is on a lake, a large boat is on a lake
5399,some giraffes are standing in the middle of the zoo exhibit,giraffes inside of their habitat at a zoo, pigeons near the lincoln exhibit on a sunny day
5400,close up of a white kitchen setup with a coffee maker on counter,a white stove and cabinet inside a kitchen, a small kitchen with coffee working on a counter
5401,a man sits on the toilet while smoking,a man that is nealed down in a bathroom, a man with a script is bending down on a pole
5402,an airplane with the loading ramp in place,a plane pulled up to a gate with the jet bridge out, a plane flies off of a ramp over a ramp
5403,a motorcycle that is sitting on a brick floor,a black motorcycle parked on a brick walkway, a motorcycle rider on a dirt bike sits
5404,an image of a dog next to a tree playing with a shoe,a dog playing with something in the woods, a dog playing with something in the snow
5405,a dinner plate that has white steamed rice with stir fry vegetables and chicken,a plate of food and a drink on a table, a man and a woman on a table with food
5406,a pile of apples sitting next to a pile of green apples,a couple of large piles of different fruits, a pile of green produce of a pile of fruit
5407,a train traveling down train tracks near a train station,a train that is riding on tracks through a station, a train train is on train tracks
5408,there is a cat lying down on something,a small cat is standing on a table, a white cat is sleeping in a field
5409,a bathroom with significant modifications made to it,some sort of bathroom facility possibly in an airplane, a window washer with soapy windows in an apartment window
5410,tagged black faced sheep in a pen in a livestock yard,a couple of sheep are in a corral together, a group of animals are in a cage outside
5411,a person kicking up on their skateboard at the top of a ramp,a picture of a person doing a skateboarding trick, a person with a white shirt is skateboarding
5412,a man holding an apple between his fingers,a picture of a guy holding an apple, a man has a cigarette in his mouth
5413,a group of young children sitting around a chocolate cake,many people around a chocolate birthday cake with candles, several children in aprons celebrate some cake
5414,a couple of black cows standing on the top of a grassy hill,green fields with shrubs and gentle rises and dips in the terrain has a large black cow standing on it face front and a second one that is looking around at the other one, two horses with different breeds of them standing around on the back of a hill that is looking at the ground and one of the horse is standing in front
5415,a cat is sitting on a desk next to a computer,a cat sits on a computer desk next to a keyboard, a cat sits on a laptop computer in a computer room
5416,four children at an outdoor party wearing festive hats,children at a birthday party sitting at a picnic table, children at an affair party at a festival festival
5417,two fingers holding a small piece of broccoli,a view of a piece of broccoli with a person holding it, a pair of two girls with a child in front of a table
5418,a bus stuck in traffic on a busy highway,a bus with a flat tire sitting in traffic on a street, a busy bus with a city of traffic in traffic
5419,a man holding up what appears to be a chocolate desert,a person holds an oddly shaped cookie in front of the camera, a man holds an item filled with corn in it
5420,a group of kids being instructed on how to boogie board,five surfers learning how to surf by the ocean, several kids learning how to learn to the sea
5421,a boy dressed in a baseball uniform standing in a field,a baseball player is posing on a baseball field, a young boy is standing on a baseball field
5422,a public restroom with a urinal and grab bars,a public bathroom that has a toilet in the floor, a tourist shot with a stool at a bar
5423,several cows and a horse are eating hay,the animals are grazing on the wheat grain, the horses are pulled on horses
5424,a public restroom with a toilet in the floor,a public restroom with a urinal and grab bars, a mall with an open door is being occupied
5425,a woman tennis player serving a tennis ball,a tennis match with one of the players serving the ball, a tennis player hits with the ball as a woman watches
5426,a bathroom with two toilets and a shower in it with no space for any of them,a bathroom with a toilet and a drain in it, there is a tub with a tub
5427,the new sony y series laptop is connected to a special mouse,a windows laptop computer with a large mouse, a computer computer with a computer
5428,a bathroom filled with fixtures and a shower,a bathroom has red walls with yellow accents, a shower with a glass glass jar and clear
5429,a kitchen with a stove a sink and a refrigerator,the kitchen is coral with wooden cabinets and colorful decorations, in a kitchen kitchen and an oven and stove sink dishes
5430,a person on a skateboard rides down the road,a man in blue shirt on skateboard next to cars, a man in red shirt and helmet on rollerskates
5431,a group of soccer players on a field,a group of adult soccer players waling in a grassy area, a group of soccer players chase after a soccer match
5432,a traffic light sitting on the side of a road next to a tree,a road in the middle of a beautiful green forest, a vehicle is in front of a city
5433,a smart phone sitting on top sitting on top of a wooden table,a cellphone piece of fruit and cup are on the table, a bored man sits at the desk and using a laptop
5434,an hand pets a cat in a suitcase,a black puppy playing with a hand as it stands in a black suitcase, a black dog sleeping on a white leash that has an orange cat in its mouth
5435,a boy swinging a bat with a catcher in place behind the batter,a player swings at a baseball while the catcher is ready to catch the ball, a boy swings at a baseball bat and is about to hit the baseball
5436,a businessman is sitting in a chair and smiling for a photo,a smiling man is wearing a hot pink tie, a businessman is smiling in a white chair
5437,a busy street with several lanes and a crossing sign in the foreground,a pole that has a couple of signs on it, a road has been seen in a foreign place
5438,a woman is out on a court playing tennis,a woman prepares to hit a tennis ball during a match, a woman prepares to hit a tennis ball during a match
5439,a cat resting on an open laptop computer,a black cat is sitting on a metal platform, a young cat is sitting in a white chair on a laptop
5440,two clocks behind glass reflecting grass and shrubs,looking through a window at a small clock and a large one, on a sunny day at a small table is a picture
5441,a woman with two young children at a table,the woman sits at the table with the two children doing crafts, a woman sitting at table in front of a group of children sitting at a table with drinks
5442,a white umbrella that has been blown up the wrong way,a patio umbrella pointed inside out over a picnic table, a rainbow bottle floats outside on an urban street near the street
5443,an orange train is going down the tracks,a diesel locomotive hauling some freight through the countyside, an orange train drives by the tracks tracks
5444,a young lad swings his wilson tennis racquet,a boy swinging a tennis racket at a ball on a court, a young boy swinging on a tennis racket at a beach
5445,cat lethargically on comfy computer chair looking relaxed,a cat that is laying down on a chair, a cat looks down at an animal s mouth
5446,a woman wearing an orange dress holding a black lace umbrella,a woman holding a umbrella in the middle of the day, a woman holding a bouquet in the middle of the city
5447,a man standing in the grass holding a tennis rackett,a long haired man standing outside holding a racquet with both hands, a young man standing beside a tennis ball outside
5448,an adult and a juvenile zebra in a wooded area,two zebras relax in a wooded area near many trees, an adult leading over a young child in front of an old stone
5449,some animals are grazing in a large field,a scenic view of a valley with mountains in the distance, a herd of sheep in a field of sheep
5450,a grilled chicken sandwich sits beside french fries made with real potatoes,a sandwich on a sesame seed bun next to a pile of french fries and a cup of ketchup, a hotdog with a spoon on it appears to be a cooked cooked and vegetable chicken on a grill
5451,a perfect pose by a little girl with an umbrella in the rain,a little girl holding an umbrella in the rain, a little girl posing in a rain
5452,teenager doing stunts with a skateboard at a skateboard park,a boy doing a mid air trick on his skateboard, a boy doing a skateboard trick over a ramp
5453,two birds fly in the sky over mountains,two birds flying by in front of a mountain, two birds flying over in the mountains
5454,a man standing on top of an orange boat on a river,a man is standing on the edge of a orange boat, a man is standing on the boat of a boat
5455,a group of three men at a restaurant drinking wine,three men pose and smile at a table, three men sit down at a restaurant
5456,a train traveling under a rusted bridge on top of tracks,the blue yellow and purple train is running down the track, yellow and yellow train are walking on the railroad tracks
5457,a black and white cow with horns in front of a woodpile,a black and white cow is standing by a wood pile, an old black and white dog is holding an american flag
5458,a kitchen under construction with a trashcan and stove,there is a kitchen being built and appliances being put in, there is a fire being cleaned and garbage
5459,two elephants playing with each other and interlocking their tusks,a close up of some elephants with tusks, a pair of animals near each other
5460,a train next to a train station with city in background,a city skyline is shown with a subway train coming around the bend, a train is parked in a train station waiting for directions
5461,a man standing next to a stack of red luggage,the red suitcases are setting in a corner waiting to be bought for a trip, a man standing in front of a bunch of luggage next to a stack of luggage
5462,banana on a paper towel behind a banana shaped paper towel,a banana some papers and a pencil on a wooden table, there has a spoon over a cup of paper
5463,a person that is sitting in a bed facing out,a young girl sits in the bottom bunk of her bunkbed, a man sits at the bed bed bed
5464,a person with a disk in their hand in front of a laptop,a desk with a laptop and holding a disc, a metal worker with a laptop in his hand
5465,a contemporary bathroom that has a very large mirror,the vanity features a very contemporary style motif, a mirror mirror of a cord cord
5466,a person standing next to a metal pot holder in a kitchen,a women brushing on a preservative liquid on a ceiling pot holder, a woman hanging from a pot stands on a stove stirring
5467,a buffet of casserole dishes on a kitchen counter,a kitchen area with a table full of various foods, there is a kitchen with food and a plate
5468,a train car pulls into a train station where travelers wait nearby,a train is stopping to pick up passengers on the platform, a train is stopped to go across the train tracks
5469,there is a room with rose wallpaper and a large bed,a bedroom with a bed a dresser a desk a mirror and decorated walls, a mirror of a bed a bed a bed and a pillow is bed
5470,this black and white photo shows many motorcycles parked next to each other,a huge group of motor cycles sitting on the street, a picture of motorcycles parked a busy street
5471,a slice of cake sitting top of a white plate,a slice of cake with frosting on a plate, a cake with cake in front of a man
5472,a flock of birds flying over a beach,a flock of birds flying over water and sand with a volley ball net on the sand, a flock of birds flying over water while a man and woman watch from a beach with palm trees
5473,a man standing next to a child in a green boat,people at the beach bringing their boat in, someone in the foreground of a boat standing near water
5474,a wooden bench is sitting next to a grassy field,a park bench placed near an open field, a bench sits near an open field
5475,there is a person flying a kite on the beach,people on the beach watching the parasailing in the water, someone on the beach doing the kite on a beach
5476,there are two large boats that are in the water,some very nice looking boats in the water, two boats with boats floating in the water
5477,an airplane on a runway preparing to take off,a small plane with the cockpit open and landing gear down, a person with a jet ski and plane upside down on the roof
5478,a woman and child are about to cut a cake,an image of a woman that is next to a boy, an adult and a woman are at a birthday party
5479,the yellow truck drives through the tall grass in the forest,a truck is sitting in the middle of a wooded area, a white truck is in the dirt in an urban area
5480,a group of donkeys on the side of the road,a group of animals that are walking down the road, a group of donkeys are walking down the street
5481,a watch sitting on top of a table next to a computer,the mans wrist watch is laying on the table, the computer monitor sits at the computer
5482,group of old ornaments sitting on the ground of an old building,a picture of the inside of a house with the door open, a group of people on the side of a building
5483,a large red stop sign on a street,a old rusty stop sign out sign some buildings, a large sign hung out waiting for traffic
5484,a trolley with people drives down a street by a building,a lady is riding the back of a trolley train, a truck is getting down a busy city
5485,a red train going down the track in the city,a long red and white train travels near many other tracks, a yellow train and yellow go along an intersection through the city
5486,a red white and black bus some people and a building,red and white bus parked next to a glass building, white and white bus parked side by white seats
5487,a man in blue shorts putting together a blue and purple kite on a blue towel at the beach,a young man on the beach assembling a kite, a man watching the beach outdoors
5488,a laptop computer sitting on top of a wooden desk,a laptop on a desk with an extra keyboard, a laptop with a laptop on an empty table
5489,a black horse in the ground in a hilly area,a large totally black horse standing in a field, a brown horse is outdoors
5490,a person on skis flies through the air on a rope,a person on skis off the ground attached to a cable in a snowy field, a person on skis going down a ramp over a rope in the air
5491,a man with skis and ski poles is standing next to a hill covered in snow,a person on skis riding down a snowy slope, a person standing on snow skis is holding a ski
5492,a man gets air catching the frisbee near the water,a man is playing with a green flying disk, a man is playing with a water frisbee
5493,a man seated on a bench with a plastic bottle,a man sitting alone with his water bottle, a man sitting with his coffee cup
5494,a person picking up an under cooked floppy slice of pizza,a man pulling a slice of pizza away from a pizza, a man preparing to cut a pizza from a bowl
5495,cars waiting at a red traffic light with a dome shaped building in the distance,a city street filled with lots of cars, a car parked by buildings
5496,an old man walking a big brown cow around,a man is walking with a cow who s sporting a red ribbon, a man is walking through a large brown cow as a cow
5497,an old firetruck sits empty in a parking lot,a fire truck sitting in the stations park lot, an old truck in the parking parking lot
5498,a group of people walking across a street below a tall building,people walking down a city street lined with brick buildings, people walking down a brick street lined in front of a tall building
5499,a young man dressed for skiing talking on a cell phone,a young man with ski goggles talking on a cell phone on a snowy day, a young man with dreadlocks talking on a cellphone on a busy street
5500,a boy wearing a helmet is playing video games,boy wearing a helmet while playing a video game, boy wearing a helmet playing with a video video game
5501,a presenter projected on a large screen at a conference,an audience is looking at an film of a man taking that is projected onto a wall, an audience is looking at a screen screen at a conference screen with a projector screen
5502,a red light is a wonderful contrast to the pink leaves on trees,a traffic light in front of trees with white blossoms, a leaves with leaves on the grass outside of a flower
5503,two giraffes stand near rocks in a zoo,giraffes inside of their habitat at a zoo, birds near some birds on the beach
5504,two towels are hanging on the wall beside a shower door,a shower in a person s bathroom in their home, two feet are in the bathroom with a bottle
5505,a girl with blue hair is taking a self portrait,a woman who dyed her hair blue wearing all blue, a girl with blond hair is brushing a black hair
5506,a bus that is sitting on the street,a bus stops to pick up some passengers, a bus stops down to some destination
5507,someone s living room contains a bookshelf with lots of books,somebody left a lap top plugged into the wall on a bench, an adult teacher sits on a stool waiting in front of a white wall
5508,a little boy is playing with a suitcase,a little boy is pulling the luguage in a suit case, a little boy is asleep in a suitcase chair
5509,a laptop that is sitting on a bed,a computer laptop is placed on a bed, a desk sits at a desk
5510,a black sheep and others in a corral together,a sheep with its mouth open in a pen, a cow with its mouth open in a field
5511,teenager doing stunts with a skateboard at a skateboard park,a person jumping a skate board in the air, a person skateboarding a skateboard in front of a crowd
5512,a little dog looking at another dog in the yard,a small dog looking at a larger dog, a small dog looking at a smaller dog
5513,a decorative clock has roman numerals on its face,a large ornate clock with gold colored trim, a large clock decorated with white lights
5514,a group of airplanes floating over the ocean,multiple planes hanging on top of a ceiling, several para hang on top of a boat
5515,a group of young men standing on top of a sandy beach,a few people running around some kind of animal, a group of guys standing near some sand on a beach
5516,a pole with two street signs attached in front of some trees,a close up of a street sign on a pole, a banner of signs on a street
5517,people on the beach playing with a brown cow,young men playing on the beach with a cow in the foreground, beach scene of people on a beach with their dogs
5518,fish and broccoli plated neatly on a dish sitting on a table,some food is laying on a white plate, some people are eating on a table
5519,people with ski and snowboard equipment shaking hands,a group of skiers greeting each other on the slope, two people ski lift have their arms covered
5520,a sink that is in front of a mirror,the vanity features a very contemporary style motif, a sink washer is cleaning a window with a white mirror
5521,a green bus with signage on a city street,a small public bus in a hispanic country, a crowded bus in a very crowded city
5522,there is a zebra in his habitat at the zoo,a zebra standing in a grassy area with a building far behind it, a deer walking through a large body of water with an animal
5523,a young brunette woman with multiple face piercings,a young woman with green eyes and piercings all over her face, a young woman with blond hair and sunglasses with her mouth open
5524,a plate of meats and cheese s next to three wine glasses,a white plate containing sliced ham and cheese sitting on a table next to wine glasses, a food vegetable cola cola and two glasses are sitting on it and a plate of bread
5525,a bird perched on top of a tree branch,a bird that is perched in a tree, a bird from a tree branch
5526,a christmas tree is lit up in a house window,a view of a room that has a christmas tree that has been decorated, a christmas is under a christmas tree that has been made
5527,a woman with large black tear drop earrings and a black dress looks at her cell phone,a woman standing while looking at her cell phone, a woman standing on her cell phone checking her cellphone
5528,a guy being held up with a ball in his hands,two men hold up a man holding a soccer ball and all the men have on orange shirts, one man prepares a ball with his hand on his head while holding up a stick
5529,chairs and a table with a laptop on it sitting outside,there is a seating area in the middle of a grassy area, several people are seated at a table with a laptop
5530,a couple of horse that are next to a fence,two horses stand by a wire framed fence, two horses horses with a horse drawn through a fence
5531,a white stove top oven sitting next to a window,a kitchen with a window and bunch of kitchen furniture in it, a cook in a kitchen with his head covered in glass
5532,two people with wii remote controllers near a sofa,some people are standing around in a room, two people playing video games in front of a small box
5533,a big fancy glass chandelier hanging in a small kitchen,a nice kitchen has a large crystal chandelier, a glass a glass glass is being held
5534,a tennis players concentrates as he prepares to smack the ball,tennis player getting ready to back hand the ball over the net, tennis player getting ready to hit the ball on the court
5535,a large jetliner sitting on top of an airport runway,a large airplane is ascending from the runway, a large plane is packed in the airport
5536,two surfers in wetsuits carrying surfboards along the beach,two people in wetsuits on beach next to water and buildings, two men in beach on beach with surfboards on the beach and waves
5537,a cat resting on an open laptop computer,the large cat is resting comfortably behind the laptop screen, a white cat sits behind the computer while typing on the computer
5538,a person riding a snow board on a snowy surface,snowboarder going down a slope with trees in the background, snowboarder on a snowy slope with snow coming in the background
5539,men in blue with hats are riding elephants,boys with wide hats are riding elephants on the dirt, men with elephants on a crowded elephant are lined up
5540,a cream based soup in a while bowl with a chopped green vegetable on top,a bowl of soup with green vegetables floating on top of it, a cook with big food covered with food on it
5541,a tour bus with a cats face painted on the front of it,people standing next to a bus with a cat face on the front, someone riding a red carriage on top of a white bus with a white dog
5542,a little boy in pajamas playing with his toys,a little boy standing in a room next to a chicken sculpture, a little boy wearing pajamas in a red shirt on a toy and a toy
5543,a plaza filled with a lot of birds and some cows,what has attracted this many birds to the plaza, many pigeons have pigeons and the birds are nearby
5544,a white toilet sitting in a bathroom stall next to a tp dispenser,a small white toilet with a toilet paper dispenser on the wall, a white lab with a white tub next to a sink
5545,a formation of airplanes flying through a blue sky,several jet planes flying in unison in a v formation, several airplane flying through an airplane in the sky
5546,some frosted cakes with little decorations on top in a display case for sale,a display window full of lots of cakes, a cake with candy decorations on the buffet
5547,guy falling off his surfboard after losing battle with the wave,a man in blue shorts on surfboard riding a wave, a man in blue surfing on a surfboard smiling
5548,some people are sitting on a trolly outside,duffel bags and other equipment on a long boat, travelers sit and riding on a large wagon
5549,a young man is taking a picture of a large pizza,two people sitting at a table with a pizza pie, someone is taking an image of a food
5550,a long train filled with tanker cars on rail road tracks,many train compartments parked along the train tracks, railroad tracks travel tracks
5551,two surfers catching two different waves one after the other,two people are riding on surfboards in the ocean, two people are surfing on the waves
5552,a car sits next to a bus with things in front of it,a red car parked in front of an abandoned bus, a red car parked in front of a parked bus
5553,a man uses a laptop in an otherwise dark room,a person sitting next to a laptop in a dark room, a person sitting on a laptop computer in a dark room
5554,a row of white toilets sitting on top of a dirt ground,a row of toilets with broken seat tops on the ground, a whole of lay with dirt sticks on the floor
5555,a cat observing a computer screen next to a laptop and a cordless phone,a cat is sitting and watching a computer screen, a cat is sitting at an office
5556,a man lies on the beach while someone else holds a kite,a man in shorts is laying on the beach, a man sitting on the beach is standing on the beach
5557,a mother cow with a young calf feeding in a grassy area,a baby cattle is being fed by its mother, a cow is petting a goat from the shore
5558,a bunch of birds flying around a couple of waves near the ocean,a number of birds flying over a body of water, a flock of birds with a flock of water
5559,woman talking on cell phone while doing arts and crafts,a woman sitting next to a display on the ground of jewelry is talking on the phone, a woman talking while the other is on the phone is on the ground
5560,a curve in a city road with a bus following a car and people walking on the side,a fish eye view of a bus rounding a curve on a city street, a busy intersection of a busy city intersection a bus
5561,a dog quietly sleeping in his bed enjoying the sun,black and white photograph of a dog sleeping in the middle of a living room, there is a sleeping dog in a sleeping looking on the window of a house
5562,a man standing underneath a marathon sign in the grass,a guy smiling while standing under a run for rights banner, an event standing by an empty man is waving and waving
5563,a yellow and green object with a brown bird perched on top of it,a small bird sitting on a chair by a table, a yellow bird flying on a huge object
5564,a person trying to open a fire hydrant,a fire hydrgon that a man is grabing, a fire hydrant is being burning
5565,a small street sign sits on a pole,there is a street sign that has been written on, there is a sign that is hung on the road
5566,this is a stop sign in a rocky field,a stop sighn in a grass feild next to a road, a sign sign on a gravel road during the day
5567,a yield and left turn sign on the side of a street,a wet city street with cars on it, a sign with signs on it
5568,a person operating a blender hooked up to a small motor,a group of men and women operating a juicing machine, a man is operating machinery with a machine
5569,a table with a laptop a plate with a muffin and a banana a can and a cellphone,a laptop on top of a table with a plate with food next to it, the table used for a piece of furniture
5570,the bride and groom stand at the alter near a priest,a man and woman getting married in a church, a man and woman at an outdoor wedding
5571,the clock tower is on the first floor of the tall building,black and white looking up the side of a building with a clock and with rows of windows, building in the background of a building where the top of a building with a man standing in front of it
5572,a boy holding a game controller and playing a video game,a young child standing in front of a tv holding a wii controller, a young boy playing with toys in a video game inside a video
5573,a wooden desk with a laptop computer sitting on it,deck with lap top computer and desk top, computer laptop and laptop computer chair at table
5574,row of buildings on empty street near side walk,a street with a row of older red brick building on one side, a large brick with a brick wall with graffiti on it and people walking
5575,a tractor and two boats beside the water,black and white photograph of a tractor on beach next to boats, three men and a boat on the beach looking at boats on the shore
5576,kites are flying in the sky over the water at a park,people flying kites in a park next to a lake, birds fly in air at a lake with a kite
5577,black and white photo bicycle with sidewalk and umbrellas,bicycles and vehicles are parked where people are gathered, an orange and gold umbrella vendor is walking and riding a bicycle
5578,a herd of elephants walking away from a watering hole,an elephant is seen head on amongst other elephants, large pack of camels are walking on grass
5579,a close up of the silver watch in front of a computer monitor,the mans wrist watch is laying on the table, two monitors sit on computer monitors at the computer
5580,the image has a large cubed clock on a post,a poll that has a clock on the top of it, a image of keys has a image on the screen
5581,a wooden pan holding a pizza with cheese and olives,the deep dish pizza is topped with sausage and olives, a plate of butter sits in front of several trays of food
